baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,taxon,Functional_Category,COG,COG_Cat
9.052926631728191,-5.8852083389237775,1.1923517266451644,-4.9357988984362615,7.982332640830063e-7,0.003028799612280014,2016525,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
6.8461018853504765,-6.075131052354362,1.2832790552593047,-4.73406857803566,2.200633171777061e-6,0.0035051469474354597,2016529,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
8.321682597433112,-5.762408022273463,1.2177409629831892,-4.732047452979548,2.2226643374809763e-6,0.0035051469474354597,2016526,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
7.623043450915272,-5.627412545132959,1.2188783922515303,-4.6168777631195175,3.895565702043032e-6,0.0035051743677597196,219038,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.49320953886915,-5.757313610881818,1.314908642467312,-4.378489444010892,1.1950472833387907e-5,0.0046685808252519305,15974,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
7.881368794003028,-5.1104730351262075,1.1790773155877319,-4.334298495581524,1.4622565610014557e-5,0.0046685808252519305,364404,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
6.742806795253112,-5.455789555990851,1.2596248780195465,-4.3312812022010485,1.4824421132815529e-5,0.0046685808252519305,161958,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
12.54232992508937,-3.887753669821349,0.9271906781472363,-4.193046545280279,2.7523294264656835e-5,0.005876456573760715,1213822,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.0043975169909505,-5.633627864405198,1.3510912460533182,-4.169687192379957,3.0501799784715677e-5,0.006010743587119309,327809,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.396953745583463,-5.123283503035562,1.2639837269293916,-4.053282802525952,5.05038887790058e-5,0.006177444801652325,1255177,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
11.515404673970687,-3.9238761600275707,0.9777094754765839,-4.013335513716771,5.986672460597058e-5,0.006177444801652325,350618,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
10.33069542405871,-3.717722273851631,0.9438421983812647,-3.9389235618281377,8.184799897295932e-5,0.0067460497998900896,1300252,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
12.533146078705833,-4.444128129334214,1.132427417147775,-3.92442646834493,8.693660789758364e-5,0.006869594933639577,2109291,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
5.282831212151637,-5.104647962125912,1.3025137184287299,-3.9190742407564323,8.888973360190926e-5,0.006869594933639577,630015,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
6.712415463765252,-4.326786031221228,1.1091112411351176,-3.901129003789545,9.574510866514863e-5,0.007024086262609575,1411136,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
12.368940951141967,-3.692762298270852,0.9477659099269719,-3.896280990477269,9.768105544672695e-5,0.007052870525117733,572379,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
6.921793769398283,-4.387743249151974,1.1264127562082618,-3.895324537980221,9.806733293865201e-5,0.007052870525117733,1534206,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.0886387816462095,-5.038995705342744,1.3200156399638348,-3.8173757588817665,1.3487866932366125e-4,0.007621900840876689,304948,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
10.686250727514933,-3.9252877328503124,1.04778819136457,-3.74626070917852,1.7949005437160564e-4,0.008046392223911446,1062836,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
7.9364480719439126,3.2923809518671256,0.8874849952156452,3.709787736824923,2.0743308721830179e-4,0.008536856107977171,1943248,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
5.925296888674288,-5.8566477944254,1.589789982531575,-3.6839128808066195,2.2968076927077518e-4,0.00861685145460176,1108283,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
5.845988267016597,-5.838120058673593,1.5973260683305457,-3.654933187671154,2.5724896242727786e-4,0.008711196719614029,863303,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
5.622647157420886,3.204737025452071,0.8848331619527445,3.621854563384033,2.924985582013589e-4,0.0091429388031328,1193096,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.242821874871917,-5.6773584340161705,1.5702531494938452,-3.615568888268881,2.9968876413814295e-4,0.009275624967685962,1165028,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.189716948900048,6.002758209525589,1.665424517003424,3.60434120444334,3.1294571360168265e-4,0.00945145053653303,658694,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
5.731914214224971,-5.8099739544885205,1.6124249543045732,-3.6032523181795573,3.1426019783102046e-4,0.00945145053653303,1108282,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
6.066276704684368,-5.887866255386969,1.7067294243744608,-3.449794777836534,5.610128611955047e-4,0.011864473135863534,2014576,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
6.114320610817711,-5.900205954195482,1.715388406913152,-3.439574343872899,5.826297392762606e-4,0.011898750541976673,1349829,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
6.005494377180559,-5.8740032973889855,1.7127109948372419,-3.4296523552983844,6.043550319769614e-4,0.01200149176959463,1444384,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.584630593434991,-5.762815862557708,1.6951226002274462,-3.399645466224373,6.747327847770148e-4,0.012800615797945867,963580,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
6.2699320472636275,-5.328052701291455,1.572384175970072,-3.3885183930983964,7.027131572597107e-4,0.012998765798888139,1396833,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
6.036759092704909,-5.880548352640692,1.737175987834119,-3.3851195237694123,7.114726716078337e-4,0.013007868279018696,184668,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
6.477311846407989,-5.9835723220518275,1.769576296877038,-3.381358765152812,7.212830144858908e-4,0.013092222094349806,1724387,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
5.951706972376114,-5.859593662329514,1.7338626434930111,-3.3795028022086417,7.261706710091942e-4,0.013142413508354569,638956,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
5.11231744469093,-5.6327341601333645,1.6684257400230886,-3.376077235571429,7.35272753291748e-4,0.013142413508354569,2007195,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
5.51810476726008,-5.745440933022317,1.713392873828952,-3.353253664574237,7.986747241521593e-4,0.013744406420962776,1283368,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
6.665491075815151,-6.025606366798004,1.8071776367526884,-3.3342634637873214,8.552560685252846e-4,0.014313848894439209,1724386,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
10.735900854373117,-3.3646927203427177,1.017798377160456,-3.3058538860415907,9.468745010215964e-4,0.015021751590135414,350617,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
5.543453896566441,-5.14631341755944,1.5634240365519783,-3.291693934109694,9.958592752449982e-4,0.015408617890626627,1718834,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Defense mechanisms (V)
5.33405505531608,-5.7022106233273,1.740780236090683,-3.2756636967184942,0.0010541400432423956,0.01567998702828011,267895,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
7.986102075550537,6.615007623042029,2.019465933727975,3.2756222883297625,0.0010542945949792214,0.01567998702828011,1396366,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
9.17201014796621,-2.468451323692783,0.7678899075222515,-3.2145901378724053,0.0013063089448991337,0.017519292591912223,910118,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms",Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),Defense mechanisms (V)
5.99405175395067,-5.8720243116814945,1.8572446064880788,-3.1616860219532885,0.0015685859436105685,0.01887029870207008,344314,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
5.286055523295052,-5.689700524609945,1.8002320559431806,-3.160537279528104,0.0015747845146455851,0.018874938659362926,645557,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
5.192925488446674,-5.0822296372145725,1.6095380143879583,-3.1575704281499295,0.0015908980212914845,0.01891187715314556,1864465,"Amino acid transport and metabolismnergy production and conversionell cycle control, cell division, chromosome partitioningefense mechanisms","ABC-type antimicrobial peptide transport system, permease component (SalY)",Defense mechanisms (V)
