AD_ASV1	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV2	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV3	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV4	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV5	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV6	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV7	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV8	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV9	c_000001287509_JH21_MAG_00122	99.582	239	1	0	4	242	8019	7781	6.42e-121	436
AD_ASV10	c_000001287509_JH21_MAG_00122	99.582	239	1	0	4	242	8019	7781	6.42e-121	436
AD_ASV11	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV13	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV14	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV15	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV16	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV17	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV18	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV19	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV20	c_000001287509_JH21_MAG_00122	99.163	239	2	0	4	242	8019	7781	2.99e-119	431
AD_ASV21	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV22	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV23	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV24	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV26	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV27	c_000000169763_JH21_MAG_00115	98.696	230	3	0	13	242	10446	10217	1.40e-112	409
AD_ASV28	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV30	c_000001287509_JH21_MAG_00122	100.000	233	0	0	10	242	8013	7781	2.99e-119	431
AD_ASV31	c_000000169763_JH21_MAG_00115	98.298	235	4	0	8	242	10451	10217	1.08e-113	412
AD_ASV32	c_000000169763_JH21_MAG_00115	98.696	230	3	0	13	242	10446	10217	1.40e-112	409
AD_ASV33	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV34	c_000001287509_JH21_MAG_00122	99.163	239	2	0	4	242	8019	7781	2.99e-119	431
AD_ASV41	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV42	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV43	c_000000169763_JH21_MAG_00115	97.521	242	6	0	1	242	10458	10217	3.01e-114	414
AD_ASV44	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV45	c_000000169763_JH21_MAG_00115	98.305	236	4	0	7	242	10452	10217	3.01e-114	414
AD_ASV48	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV49	c_000001287509_JH21_MAG_00122	99.582	239	1	0	4	242	8019	7781	6.42e-121	436
AD_ASV51	c_000000169763_JH21_MAG_00115	97.521	242	6	0	1	242	10458	10217	3.01e-114	414
AD_ASV52	c_000000984756_JH21_MAG_00065	94.737	38	2	0	13	50	712	749	1.62e-07	60.2
AD_ASV54	c_000001287509_JH21_MAG_00122	100.000	239	0	0	4	242	8019	7781	1.38e-122	442
AD_ASV55	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
AD_ASV56	c_000000013053_JH21_MAG_00061	94.118	51	3	0	1	51	43	93	4.48e-13	78.7
AD_ASV56	c_000000984756_JH21_MAG_00065	97.368	38	1	0	13	50	712	749	3.49e-09	65.8
